"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000142","BP","GO:2000142","regulation of DNA-templated transcription initiation","3/107","76/18903",0.00919055913963619,0.0287753716051475,0.0129835001388746,"6927/3725/4286",3
"GO:0018205","BP","GO:0018205","peptidyl-lysine modification","7/107","414/18903",0.009200075124494,0.0287829909976471,0.012986938022664,"672/675/1111/2146/50943/2624/5079",7
"GO:1903050","BP","GO:1903050","regulation of proteolysis involved in protein catabolic process","5/107","227/18903",0.00943952782924425,0.0293133718613721,0.0132262468355031,"6790/857/991/1950/5347",5
"GO:0002726","BP","GO:0002726","positive regulation of T cell cytokine production","2/107","26/18903",0.00944173321026972,0.0293133718613721,0.0132262468355031,"3553/3569",2
"GO:0006312","BP","GO:0006312","mitotic recombination","2/107","26/18903",0.00944173321026972,0.0293133718613721,0.0132262468355031,"675/5888",2
"GO:0007064","BP","GO:0007064","mitotic sister chromatid cohesion","2/107","26/18903",0.00944173321026972,0.0293133718613721,0.0132262468355031,"991/113130",2
"GO:0045672","BP","GO:0045672","positive regulation of osteoclast differentiation","2/107","26/18903",0.00944173321026972,0.0293133718613721,0.0132262468355031,"2353/3458",2
"GO:0046639","BP","GO:0046639","negative regulation of alpha-beta T cell differentiation","2/107","26/18903",0.00944173321026972,0.0293133718613721,0.0132262468355031,"50943/3718",2
"GO:0051570","BP","GO:0051570","regulation of histone H3-K9 methylation","2/107","26/18903",0.00944173321026972,0.0293133718613721,0.0132262468355031,"672/5079",2
"GO:0060333","BP","GO:0060333","interferon-gamma-mediated signaling pathway","2/107","26/18903",0.00944173321026972,0.0293133718613721,0.0132262468355031,"3458/5468",2
"GO:0060740","BP","GO:0060740","prostate gland epithelium morphogenesis","2/107","26/18903",0.00944173321026972,0.0293133718613721,0.0132262468355031,"2263/8626",2
"GO:0072010","BP","GO:0072010","glomerular epithelium development","2/107","26/18903",0.00944173321026972,0.0293133718613721,0.0132262468355031,"947/5175",2
"GO:0010827","BP","GO:0010827","regulation of glucose transmembrane transport","3/107","77/18903",0.00952438886169893,0.0295248789732605,0.0133216792300611,"3553/5295/7015",3
"GO:1903036","BP","GO:1903036","positive regulation of response to wounding","3/107","77/18903",0.00952438886169893,0.0295248789732605,0.0133216792300611,"948/407006/407007",3
"GO:0050768","BP","GO:0050768","negative regulation of neurogenesis","4/107","146/18903",0.00953875030067198,0.0295468606874474,0.0133315974195849,"1030/3553/3569/7070",4
"GO:0019058","BP","GO:0019058","viral life cycle","6/107","319/18903",0.00959749814811531,0.0296835863576413,0.0133932882912896,"857/6347/983/407006/407007/7037",6
"GO:0060326","BP","GO:0060326","cell chemotaxis","6/107","319/18903",0.00959749814811531,0.0296835863576413,0.0133932882912896,"6347/6387/2247/3553/3569/4233",6
"GO:0017015","BP","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","4/107","147/18903",0.00976374884499846,0.030151880931667,0.0136045836570047,"857/1030/2022/5468",4
"GO:0045598","BP","GO:0045598","regulation of fat cell differentiation","4/107","147/18903",0.00976374884499846,0.030151880931667,0.0136045836570047,"1869/2624/3569/5468",4
"GO:0071241","BP","GO:0071241","cellular response to inorganic substance","5/107","229/18903",0.00978002923733754,0.0301792246169626,0.0136169211776701,"890/2353/3725/4318/5888",5
"GO:0043966","BP","GO:0043966","histone H3 acetylation","3/107","78/18903",0.00986522736472475,0.0303959696817599,0.0137147169461318,"672/675/1111",3
"GO:0045913","BP","GO:0045913","positive regulation of carbohydrate metabolic process","3/107","78/18903",0.00986522736472475,0.0303959696817599,0.0137147169461318,"1950/3458/3973",3
"GO:0002790","BP","GO:0002790","peptide secretion","5/107","230/18903",0.00995341332181521,0.0305980875490598,0.0138059128964106,"1080/6927/3458/3553/3569",5
"GO:0006473","BP","GO:0006473","protein acetylation","5/107","230/18903",0.00995341332181521,0.0305980875490598,0.0138059128964106,"672/675/1111/50943/2624",5
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","5/107","230/18903",0.00995341332181521,0.0305980875490598,0.0138059128964106,"6347/6387/2247/3569/4233",5
"GO:0002687","BP","GO:0002687","positive regulation of leukocyte migration","4/107","148/18903",0.00999217352078974,0.0306708407768048,0.0138387392854315,"6387/3569/5295/7070",4
"GO:0032147","BP","GO:0032147","activation of protein kinase activity","4/107","148/18903",0.00999217352078974,0.0306708407768048,0.0138387392854315,"1950/3084/28984/7048",4
"GO:0016032","BP","GO:0016032","viral process","7/107","421/18903",0.0100295219437843,0.0307622469279542,0.0138799819075052,"857/6347/983/3725/407006/407007/7037",7
"GO:0002685","BP","GO:0002685","regulation of leukocyte migration","5/107","231/18903",0.0101289022895008,0.0309385807652527,0.0139595440564314,"6347/6387/3569/5295/7070",5
"GO:0001783","BP","GO:0001783","B cell apoptotic process","2/107","27/18903",0.0101596966225125,0.0309385807652527,0.0139595440564314,"9212/695",2
"GO:0002710","BP","GO:0002710","negative regulation of T cell mediated immunity","2/107","27/18903",0.0101596966225125,0.0309385807652527,0.0139595440564314,"50943/3575",2
"GO:0032740","BP","GO:0032740","positive regulation of interleukin-17 production","2/107","27/18903",0.0101596966225125,0.0309385807652527,0.0139595440564314,"695/3569",2
"GO:0042501","BP","GO:0042501","serine phosphorylation of STAT protein","2/107","27/18903",0.0101596966225125,0.0309385807652527,0.0139595440564314,"3458/5979",2
"GO:0061436","BP","GO:0061436","establishment of skin barrier","2/107","27/18903",0.0101596966225125,0.0309385807652527,0.0139595440564314,"4233/8626",2
"GO:0070199","BP","GO:0070199","establishment of protein localization to chromosome","2/107","27/18903",0.0101596966225125,0.0309385807652527,0.0139595440564314,"675/7015",2
"GO:1903055","BP","GO:1903055","positive regulation of extracellular matrix organization","2/107","27/18903",0.0101596966225125,0.0309385807652527,0.0139595440564314,"3569/28984",2
"GO:1905564","BP","GO:1905564","positive regulation of vascular endothelial cell proliferation","2/107","27/18903",0.0101596966225125,0.0309385807652527,0.0139595440564314,"2247/406913",2
"GO:0072503","BP","GO:0072503","cellular divalent inorganic cation homeostasis","6/107","323/18903",0.0101642988538199,0.0309385807652527,0.0139595440564314,"857/930/6387/2247/3973/7070",6
"GO:0002720","BP","GO:0002720","positive regulation of cytokine production involved in immune response","3/107","79/18903",0.0102131027641666,0.0309385807652527,0.0139595440564314,"948/3553/3569",3
"GO:0006305","BP","GO:0006305","DNA alkylation","3/107","79/18903",0.0102131027641666,0.0309385807652527,0.0139595440564314,"672/2146/2353",3
"GO:0006306","BP","GO:0006306","DNA methylation","3/107","79/18903",0.0102131027641666,0.0309385807652527,0.0139595440564314,"672/2146/2353",3
"GO:0043299","BP","GO:0043299","leukocyte degranulation","3/107","79/18903",0.0102131027641666,0.0309385807652527,0.0139595440564314,"695/2623/2624",3
"GO:0016525","BP","GO:0016525","negative regulation of angiogenesis","4/107","149/18903",0.0102240437912732,0.0309385807652527,0.0139595440564314,"407006/407007/5468/28984",4
"GO:0050796","BP","GO:0050796","regulation of insulin secretion","4/107","149/18903",0.0102240437912732,0.0309385807652527,0.0139595440564314,"1080/3458/3553/3569",4
"GO:0061351","BP","GO:0061351","neural precursor cell proliferation","4/107","149/18903",0.0102240437912732,0.0309385807652527,0.0139595440564314,"1950/2247/2263/2624",4
"GO:2000377","BP","GO:2000377","regulation of reactive oxygen species metabolic process","4/107","149/18903",0.0102240437912732,0.0309385807652527,0.0139595440564314,"672/948/283120/7048",4
"GO:0010821","BP","GO:0010821","regulation of mitochondrion organization","4/107","150/18903",0.0104593788831854,0.0316036548559596,0.0142596266988918,"6790/4318/5468/7037",4
"GO:1903844","BP","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","4/107","150/18903",0.0104593788831854,0.0316036548559596,0.0142596266988918,"857/1030/2022/5468",4
"GO:0048644","BP","GO:0048644","muscle organ morphogenesis","3/107","80/18903",0.0105680420036057,0.031625348304379,0.0142694148223757,"2022/2263/3084",3
"GO:0051961","BP","GO:0051961","negative regulation of nervous system development","4/107","151/18903",0.010698197785857,0.031625348304379,0.0142694148223757,"1030/3553/3569/7070",4
"GO:2000181","BP","GO:2000181","negative regulation of blood vessel morphogenesis","4/107","151/18903",0.010698197785857,0.031625348304379,0.0142694148223757,"407006/407007/5468/28984",4
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","5/107","235/18903",0.0108521438815845,0.031625348304379,0.0142694148223757,"672/948/283120/3043/7048",5
"GO:0000303","BP","GO:0000303","response to superoxide","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"948/283120",2
"GO:0003272","BP","GO:0003272","endocardial cushion formation","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"2022/7048",2
"GO:0003416","BP","GO:0003416","endochondral bone growth","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"2263/7048",2
"GO:0009048","BP","GO:0009048","dosage compensation by inactivation of X chromosome","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"672/7503",2
"GO:0032703","BP","GO:0032703","negative regulation of interleukin-2 production","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"947/50943",2
"GO:0032958","BP","GO:0032958","inositol phosphate biosynthetic process","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"2247/3973",2
"GO:0044331","BP","GO:0044331","cell-cell adhesion mediated by cadherin","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"4072/28984",2
"GO:0060512","BP","GO:0060512","prostate gland morphogenesis","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"2263/8626",2
"GO:0060547","BP","GO:0060547","negative regulation of necrotic cell death","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"857/407006",2
"GO:1900017","BP","GO:1900017","positive regulation of cytokine production involved in inflammatory response","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"283120/3569",2
"GO:1902883","BP","GO:1902883","negative regulation of response to oxidative stress","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"283120/4233",2
"GO:1903672","BP","GO:1903672","positive regulation of sprouting angiogenesis","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"2247/406913",2
"GO:1903959","BP","GO:1903959","regulation of anion transmembrane transport","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"5243/1080",2
"GO:1904385","BP","GO:1904385","cellular response to angiotensin","2/107","28/18903",0.0109011266490474,0.031625348304379,0.0142694148223757,"857/990",2
"GO:0071496","BP","GO:0071496","cellular response to external stimulus","6/107","328/18903",0.0109058845727468,0.031625348304379,0.0142694148223757,"1030/1111/2022/2247/2353/3553",6
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","7/107","428/18903",0.0109124622603172,0.031625348304379,0.0142694148223757,"332/939/960/406988/4318/5468/8626",7
"GO:0010833","BP","GO:0010833","telomere maintenance via telomere lengthening","3/107","81/18903",0.0109300708702574,0.031625348304379,0.0142694148223757,"9212/5888/7015",3
"GO:0062013","BP","GO:0062013","positive regulation of small molecule metabolic process","4/107","152/18903",0.0109405192503436,0.031625348304379,0.0142694148223757,"3458/3553/3973/5468",4
"GO:1901343","BP","GO:1901343","negative regulation of vasculature development","4/107","152/18903",0.0109405192503436,0.031625348304379,0.0142694148223757,"407006/407007/5468/28984",4
"GO:0001503","BP","GO:0001503","ossification","7/107","429/18903",0.0110430733906696,0.031625348304379,0.0142694148223757,"2247/2263/2623/3569/4318/5468/8626",7
"GO:0030902","BP","GO:0030902","hindbrain development","4/107","153/18903",0.0111863617886035,0.031625348304379,0.0142694148223757,"1950/2146/2247/2624",4
"GO:0000512","BP","GO:0000512","lncRNA-mediated gene silencing","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"60674",1
"GO:0001802","BP","GO:0001802","type III hypersensitivity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"695",1
"GO:0001803","BP","GO:0001803","regulation of type III hypersensitivity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"695",1
"GO:0001805","BP","GO:0001805","positive regulation of type III hypersensitivity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"695",1
"GO:0001810","BP","GO:0001810","regulation of type I hypersensitivity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"695",1
"GO:0002298","BP","GO:0002298","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3458",1
"GO:0002343","BP","GO:0002343","peripheral B cell selection","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"695",1
"GO:0002344","BP","GO:0002344","B cell affinity maturation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"695",1
"GO:0002362","BP","GO:0002362","CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"50943",1
"GO:0002384","BP","GO:0002384","hepatic immune response","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3569",1
"GO:0002458","BP","GO:0002458","peripheral T cell tolerance induction","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"50943",1
"GO:0002654","BP","GO:0002654","positive regulation of tolerance induction dependent upon immune response","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"50943",1
"GO:0002658","BP","GO:0002658","regulation of peripheral tolerance induction","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"50943",1
"GO:0002660","BP","GO:0002660","positive regulation of peripheral tolerance induction","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"50943",1
"GO:0002661","BP","GO:0002661","regulation of B cell tolerance induction","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"7048",1
"GO:0002663","BP","GO:0002663","positive regulation of B cell tolerance induction","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"7048",1
"GO:0002731","BP","GO:0002731","negative regulation of dendritic cell cytokine production","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3718",1
"GO:0006097","BP","GO:0006097","glyoxylate cycle","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3418",1
"GO:0007497","BP","GO:0007497","posterior midgut development","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"5979",1
"GO:0010724","BP","GO:0010724","regulation of definitive erythrocyte differentiation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2623",1
"GO:0010767","BP","GO:0010767","regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"1111",1
"GO:0014045","BP","GO:0014045","establishment of endothelial blood-brain barrier","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"50943",1
"GO:0016068","BP","GO:0016068","type I hypersensitivity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"695",1
"GO:0021840","BP","GO:0021840","directional guidance of interneurons involved in migration from the subpallium to the cortex","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3084",1
"GO:0021842","BP","GO:0021842","chemorepulsion involved in interneuron migration from the subpallium to the cortex","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3084",1
"GO:0021847","BP","GO:0021847","ventricular zone neuroblast division","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2263",1
"GO:0030221","BP","GO:0030221","basophil differentiation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2623",1
"GO:0031441","BP","GO:0031441","negative regulation of mRNA 3'-end processing","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"580",1
"GO:0032745","BP","GO:0032745","positive regulation of interleukin-21 production","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3569",1
"GO:0032832","BP","GO:0032832","regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3458",1
"GO:0032834","BP","GO:0032834","positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3458",1
"GO:0034758","BP","GO:0034758","positive regulation of iron ion transport","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3458",1
"GO:0034761","BP","GO:0034761","positive regulation of iron ion transmembrane transport","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3458",1
"GO:0035026","BP","GO:0035026","leading edge cell differentiation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3725",1
"GO:0035504","BP","GO:0035504","regulation of myosin light chain kinase activity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3553",1
"GO:0035505","BP","GO:0035505","positive regulation of myosin light chain kinase activity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3553",1
"GO:0035759","BP","GO:0035759","mesangial cell-matrix adhesion","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"947",1
"GO:0038111","BP","GO:0038111","interleukin-7-mediated signaling pathway","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3575",1
"GO:0042635","BP","GO:0042635","positive regulation of hair cycle","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"7015",1
"GO:0042660","BP","GO:0042660","positive regulation of cell fate specification","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2247",1
"GO:0042700","BP","GO:0042700","luteinizing hormone signaling pathway","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3973",1
"GO:0045210","BP","GO:0045210","FasL biosynthetic process","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3718",1
"GO:0045213","BP","GO:0045213","neurotransmitter receptor metabolic process","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3084",1
"GO:0045609","BP","GO:0045609","positive regulation of inner ear auditory receptor cell differentiation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2247",1
"GO:0045633","BP","GO:0045633","positive regulation of mechanoreceptor differentiation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2247",1
"GO:0046544","BP","GO:0046544","development of secondary male sexual characteristics","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3973",1
"GO:0060434","BP","GO:0060434","bronchus morphogenesis","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"7048",1
"GO:0060557","BP","GO:0060557","positive regulation of vitamin D biosynthetic process","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3458",1
"GO:0060595","BP","GO:0060595","fibroblast growth factor receptor signaling pathway involved in mammary gland specification","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2263",1
"GO:0060615","BP","GO:0060615","mammary gland bud formation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2263",1
"GO:0060667","BP","GO:0060667","branch elongation involved in salivary gland morphogenesis","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2263",1
"GO:0060694","BP","GO:0060694","regulation of cholesterol transporter activity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"5468",1
"GO:0060915","BP","GO:0060915","mesenchymal cell differentiation involved in lung development","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2263",1
"GO:0070194","BP","GO:0070194","synaptonemal complex disassembly","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"5347",1
"GO:0072046","BP","GO:0072046","establishment of planar polarity involved in nephron morphogenesis","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2066",1
"GO:0072209","BP","GO:0072209","metanephric mesangial cell differentiation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"947",1
"GO:0072254","BP","GO:0072254","metanephric glomerular mesangial cell differentiation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"947",1
"GO:0072564","BP","GO:0072564","blood microparticle formation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"948",1
"GO:0097087","BP","GO:0097087","interleukin-17A production","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"695",1
"GO:0099040","BP","GO:0099040","ceramide translocation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"5243",1
"GO:0099607","BP","GO:0099607","lateral attachment of mitotic spindle microtubules to kinetochore","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"9212",1
"GO:0140745","BP","GO:0140745","siRNA transcription","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"7015",1
"GO:0150151","BP","GO:0150151","regulation of interleukin-17A production","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"695",1
"GO:1902159","BP","GO:1902159","regulation of cyclic nucleotide-gated ion channel activity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"1080",1
"GO:1902362","BP","GO:1902362","melanocyte apoptotic process","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"4286",1
"GO:1902913","BP","GO:1902913","positive regulation of neuroepithelial cell differentiation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2247",1
"GO:1902941","BP","GO:1902941","regulation of voltage-gated chloride channel activity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"1080",1
"GO:1902943","BP","GO:1902943","positive regulation of voltage-gated chloride channel activity","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"1080",1
"GO:1903597","BP","GO:1903597","negative regulation of gap junction assembly","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3553",1
"GO:1903704","BP","GO:1903704","negative regulation of siRNA production","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"7015",1
"GO:1904440","BP","GO:1904440","positive regulation of iron ion import across plasma membrane","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3458",1
"GO:1904596","BP","GO:1904596","regulation of connective tissue replacement involved in inflammatory response wound healing","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"5468",1
"GO:1904674","BP","GO:1904674","positive regulation of somatic stem cell population maintenance","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"8626",1
"GO:1990478","BP","GO:1990478","response to ultrasound","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"6387",1
"GO:1990646","BP","GO:1990646","cellular response to prolactin","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2353",1
"GO:2000309","BP","GO:2000309","positive regulation of tumor necrosis factor (ligand) superfamily member 11 production","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"3458",1
"GO:2000332","BP","GO:2000332","regulation of blood microparticle formation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"948",1
"GO:2000334","BP","GO:2000334","positive regulation of blood microparticle formation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"948",1
"GO:2000620","BP","GO:2000620","positive regulation of histone H4-K16 acetylation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"672",1
"GO:2000982","BP","GO:2000982","positive regulation of inner ear receptor cell differentiation","1/107","2/18903",0.0112892111133917,0.031625348304379,0.0142694148223757,"2247",1
"GO:0031016","BP","GO:0031016","pancreas development","3/107","82/18903",0.0112992140103244,0.031625348304379,0.0142694148223757,"6927/3569/4233",3
"GO:0051279","BP","GO:0051279","regulation of release of sequestered calcium ion into cytosol","3/107","82/18903",0.0112992140103244,0.031625348304379,0.0142694148223757,"930/3973/7070",3
"GO:0007584","BP","GO:0007584","response to nutrient","4/107","154/18903",0.0114357436727182,0.0319634541168684,0.0144219687814921,"1030/5468/7037/7048",4
"GO:0098754","BP","GO:0098754","detoxification","4/107","154/18903",0.0114357436727182,0.0319634541168684,0.0144219687814921,"5243/948/283120/3043",4
"GO:0000305","BP","GO:0000305","response to oxygen radical","2/107","29/18903",0.0116657397758478,0.0324328171245548,0.0146337462264232,"948/283120",2
"GO:0010800","BP","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","2/107","29/18903",0.0116657397758478,0.0324328171245548,0.0146337462264232,"1950/5347",2
"GO:0015701","BP","GO:0015701","bicarbonate transport","2/107","29/18903",0.0116657397758478,0.0324328171245548,0.0146337462264232,"1080/6521",2
"GO:0042104","BP","GO:0042104","positive regulation of activated T cell proliferation","2/107","29/18903",0.0116657397758478,0.0324328171245548,0.0146337462264232,"3559/3718",2
"GO:0048873","BP","GO:0048873","homeostasis of number of cells within a tissue","2/107","29/18903",0.0116657397758478,0.0324328171245548,0.0146337462264232,"2623/2624",2
"GO:0060402","BP","GO:0060402","calcium ion transport into cytosol","2/107","29/18903",0.0116657397758478,0.0324328171245548,0.0146337462264232,"857/3973",2
"GO:0072012","BP","GO:0072012","glomerulus vasculature development","2/107","29/18903",0.0116657397758478,0.0324328171245548,0.0146337462264232,"947/5175",2
"GO:0014032","BP","GO:0014032","neural crest cell development","3/107","83/18903",0.0116754949441988,0.0324328171245548,0.0146337462264232,"2066/3084/5979",3
"GO:0031507","BP","GO:0031507","heterochromatin formation","3/107","83/18903",0.0116754949441988,0.0324328171245548,0.0146337462264232,"100048912/2146/10984",3
"GO:0035148","BP","GO:0035148","tube formation","4/107","155/18903",0.0116886829341587,0.03244727284455,0.0146402686736443,"1950/2247/2263/5979",4
"GO:0008643","BP","GO:0008643","carbohydrate transport","4/107","156/18903",0.0119451973630949,0.0331367113198757,0.0149513445708722,"6927/3553/5295/7015",4
"GO:0031397","BP","GO:0031397","negative regulation of protein ubiquitination","3/107","84/18903",0.0120589360815143,0.0333611410723446,0.015052607684424,"701/857/991",3
"GO:0032418","BP","GO:0032418","lysosome localization","3/107","84/18903",0.0120589360815143,0.0333611410723446,0.015052607684424,"695/2623/2624",3
"GO:0051851","BP","GO:0051851","modulation by host of symbiont process","3/107","84/18903",0.0120589360815143,0.0333611410723446,0.015052607684424,"3725/407006/407007",3
"GO:1990849","BP","GO:1990849","vacuolar localization","3/107","84/18903",0.0120589360815143,0.0333611410723446,0.015052607684424,"695/2623/2624",3
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","6/107","336/18903",0.0121711654061714,0.0336487185106671,0.01518236314898,"580/948/983/3458/3553/5295",6
"GO:0010976","BP","GO:0010976","positive regulation of neuron projection development","4/107","157/18903",0.0122053045077471,0.0336972537496495,0.0152042623373108,"2146/407006/407007/5979",4
"GO:0090316","BP","GO:0090316","positive regulation of intracellular protein transport","4/107","157/18903",0.0122053045077471,0.0336972537496495,0.0152042623373108,"983/3458/3553/5295",4
"GO:0034103","BP","GO:0034103","regulation of tissue remodeling","3/107","85/18903",0.0124495587360502,0.0340578922539006,0.0153669830880374,"3569/5468/7037",3
"GO:0001556","BP","GO:0001556","oocyte maturation","2/107","30/18903",0.0124532548940198,0.0340578922539006,0.0153669830880374,"6790/675",2
"GO:0002360","BP","GO:0002360","T cell lineage commitment","2/107","30/18903",0.0124532548940198,0.0340578922539006,0.0153669830880374,"50943/3569",2
"GO:0002825","BP","GO:0002825","regulation of T-helper 1 type immune response","2/107","30/18903",0.0124532548940198,0.0340578922539006,0.0153669830880374,"3553/3718",2
"GO:0006027","BP","GO:0006027","glycosaminoglycan catabolic process","2/107","30/18903",0.0124532548940198,0.0340578922539006,0.0153669830880374,"960/2247",2
